IE_NAME|IE_ACTIVE|IC_GROUP0|IC_GROUP1|IC_GROUP2
SV-NN BRIZ 20 1Ex|Y|Взрывозащищенные|1Ex-Первый уровень взрывозащиты|
SV-NN BRIZ 30 1Ex|Y|Взрывозащищенные|1Ex-Первый уровень взрывозащиты|
SV-NN BRIZ 40 1Ex|Y|Взрывозащищенные|1Ex-Первый уровень взрывозащиты|
SV-NN BRIZ 50 1Ex|Y|Взрывозащищенные|1Ex-Первый уровень взрывозащиты|
SV-NN BRIZ 60 1Ex|Y|Взрывозащищенные|1Ex-Первый уровень взрывозащиты|
SV-NN FLAGMAN 10 1Ex|Y|Взрывозащищенные|1Ex-Первый уровень взрывозащиты|
SV-NN BRIZ 20 2Ex|Y|Взрывозащищенные|2Ех-Второй уровень взрывозащиты|
SV-NN FLAGMAN 20 2Ex|Y|Взрывозащищенные|2Ех-Второй уровень взрывозащиты|
KEO BRIZ 20 Pb|Y|Сфера применения|Пожаробезопасные|
KEO FLAGMAN 20 Pb|Y|Сфера применения|Пожаробезопасные|
SV-NN FLAGMAN 20 1Ex|Y|Взрывозащищенные|1Ex-Первый уровень взрывозащиты|
SV-NN FLAGMAN 30 1Ex|Y|Взрывозащищенные|1Ex-Первый уровень взрывозащиты|
SV-NN FLAGMAN 40 1Ex|Y|Взрывозащищенные|1Ex-Первый уровень взрывозащиты|
SV-NN FLAGMAN 50 1Ex|Y|Взрывозащищенные|1Ex-Первый уровень взрывозащиты|
SV-NN FLAGMAN 60 1Ex|Y|Взрывозащищенные|1Ex-Первый уровень взрывозащиты|
SV-NN FLAGMAN 70 1Ex|Y|Взрывозащищенные|1Ex-Первый уровень взрывозащиты|
SV-NN FLAGMAN 80 1Ex|Y|Взрывозащищенные|1Ex-Первый уровень взрывозащиты|
SV-NN FLAGMAN 90 1Ex|Y|Взрывозащищенные|1Ex-Первый уровень взрывозащиты|
SV-NN FLAGMAN 100 1Ex|Y|Взрывозащищенные|1Ex-Первый уровень взрывозащиты|
SV-NN FLAGMAN 120 1Ex|Y|Взрывозащищенные|1Ex-Первый уровень взрывозащиты|
SV-NN FLAGMAN 150 1Ex|Y|Взрывозащищенные|1Ex-Первый уровень взрывозащиты|
SV-NN FLAGMAN 180 1Ex|Y|Взрывозащищенные|1Ex-Первый уровень взрывозащиты|
SV-NN BRIZ 30 2Ex|Y|Взрывозащищенные|2Ех-Второй уровень взрывозащиты|
SV-NN BRIZ 40 2Ex|Y|Взрывозащищенные|2Ех-Второй уровень взрывозащиты|
SV-NN BRIZ 50 2Ex|Y|Взрывозащищенные|2Ех-Второй уровень взрывозащиты|
SV-NN BRIZ 60 2Ex|Y|Взрывозащищенные|2Ех-Второй уровень взрывозащиты|
SV-NN FLAGMAN 30 2Ex|Y|Взрывозащищенные|2Ех-Второй уровень взрывозащиты|
SV-NN FLAGMAN 40 2Ex|Y|Взрывозащищенные|2Ех-Второй уровень взрывозащиты|
SV-NN FLAGMAN 50 2Ex|Y|Взрывозащищенные|2Ех-Второй уровень взрывозащиты|
SV-NN FLAGMAN 60 2Ex|Y|Взрывозащищенные|2Ех-Второй уровень взрывозащиты|
SV-NN FLAGMAN 80 2Ex|Y|Взрывозащищенные|2Ех-Второй уровень взрывозащиты|
SV-NN FLAGMAN 100 2Ex|Y|Взрывозащищенные|2Ех-Второй уровень взрывозащиты|
SV-NN FLAGMAN 120 2Ex|Y|Взрывозащищенные|2Ех-Второй уровень взрывозащиты|
SV-NN FLAGMAN 150 2Ex|Y|Взрывозащищенные|2Ех-Второй уровень взрывозащиты|
SV-NN FLAGMAN 180 2Ex|Y|Взрывозащищенные|2Ех-Второй уровень взрывозащиты|
KEO BRIZ 30 Pb|Y|Сфера применения|Пожаробезопасные|
KEO BRIZ 40 Pb|Y|Сфера применения|Пожаробезопасные|
KEO BRIZ 60 Pb|Y|Сфера применения|Пожаробезопасные|
KEO BRIZ 80 Pb|Y|Сфера применения|Пожаробезопасные|
KEO FLAGMAN 30 Pb|Y|Сфера применения|Пожаробезопасные|
KEO FLAGMAN 40 Pb|Y|Сфера применения|Пожаробезопасные|
KEO FLAGMAN 50 Pb|Y|Сфера применения|Пожаробезопасные|
KEO FLAGMAN 60 Pb|Y|Сфера применения|Пожаробезопасные|
KEO FLAGMAN 80 Pb|Y|Сфера применения|Пожаробезопасные|
KEO FLAGMAN 100 Pb|Y|Сфера применения|Пожаробезопасные|
KEO FLAGMAN 120 Pb|Y|Сфера применения|Пожаробезопасные|
KEO FLAGMAN 150 Pb|Y|Сфера применения|Пожаробезопасные|
ФОКУС УСС 80 Эксперт S|Y|Уличное освещение|Магистральные|
ФОКУС УСС 160 Эксперт S|Y|Уличное освещение|Магистральные|
ФОКУС УСС 240 Эксперт S|Y|Уличное освещение|Магистральные|
ФОКУС УСС 280 Эксперт S|Y|Уличное освещение|Магистральные|
ФОКУС УСС 40 Катана Д/Ш1|Y|Уличное освещение|Магистральные|
ФОКУС УСС 80 Катана Д/Ш1|Y|Уличное освещение|Магистральные|
ФОКУС УСС 120 Катана Д/Ш1|Y|Уличное освещение|Магистральные|
ФОКУС УСС 24 МАГИСТРАЛЬ Ш|Y|Уличное освещение|Магистральные|
ФОКУС УСС 60 МАГИСТРАЛЬ Ш|Y|Уличное освещение|Магистральные|
ФОКУС УСС 90 МАГИСТРАЛЬ Ш|Y|Уличное освещение|Магистральные|
ФОКУС УСС 120 МАГИСТРАЛЬ Ш|Y|Уличное освещение|Магистральные|
ФОКУС УСС 180 МАГИСТРАЛЬ Ш|Y|Уличное освещение|Магистральные|
ФОКУС УСС 240 МАГИСТРАЛЬ Ш|Y|Уличное освещение|Магистральные|
ФОКУС УСС 300 МАГИСТРАЛЬ Ш|Y|Уличное освещение|Магистральные|
ФОКУС УСС 100 Эксперт|Y|Уличное освещение|Консольные|
ФОКУС УСС 130 Эксперт|Y|Уличное освещение|Консольные|
ФОКУС УСС 200 Эксперт|Y|Уличное освещение|Консольные|
ФОКУС УСС 260 Эксперт|Y|Уличное освещение|Консольные|
ФОКУС УСС 9|Y|Уличное освещение|Консольные|
ФОКУС УСС 12|Y|Уличное освещение|Консольные|
ФОКУС УСС 18|Y|Уличное освещение|Консольные|
ФОКУС УСС 24|Y|Уличное освещение|Консольные|
ФОКУС УСС 32|Y|Уличное освещение|Консольные|
ФОКУС УСС 36|Y|Уличное освещение|Консольные|
ФОКУС УСС 48|Y|Уличное освещение|Консольные|
ФОКУС УСС 65|Y|Уличное освещение|Консольные|
ФОКУС УСС 70|Y|Уличное освещение|Консольные|
ФОКУС УСС 130|Y|Уличное освещение|Консольные|
ФОКУС УСС 150|Y|Уличное освещение|Консольные|
ФОКУС УСС 260|Y|Уличное освещение|Консольные|
ФОКУС УСС 36 НВ|Y|Уличное освещение|Консольные|
ФОКУС ПСС 30 ШАР|Y|Уличное освещение|Парковое освещение|Парковые
ФОКУС УСС 9 2Ex|Y|Взрывозащищенные|2Ех-Второй уровень взрывозащиты|
ФОКУС УСС 12 2Ex|Y|Взрывозащищенные|2Ех-Второй уровень взрывозащиты|
ФОКУС УСС 18 2Ex|Y|Взрывозащищенные|2Ех-Второй уровень взрывозащиты|
ФОКУС УСС 24 2Ex|Y|Взрывозащищенные|2Ех-Второй уровень взрывозащиты|
ФОКУС УСС 36 2Ex|Y|Взрывозащищенные|2Ех-Второй уровень взрывозащиты|
ФОКУС УСС 48 2Ex|Y|Взрывозащищенные|2Ех-Второй уровень взрывозащиты|
ФОКУС УСС 60 МАГИСТРАЛЬ Ш 2Ex|Y|Взрывозащищенные|2Ех-Второй уровень взрывозащиты|
ФОКУС УСС 65 2Ex|Y|Взрывозащищенные|2Ех-Второй уровень взрывозащиты|
ФОКУС УСС 70 2Ex|Y|Взрывозащищенные|2Ех-Второй уровень взрывозащиты|
ФОКУС УСС 90 МАГИСТРАЛЬ Ш 2Ex|Y|Взрывозащищенные|2Ех-Второй уровень взрывозащиты|
ФОКУС УСС 120 МАГИСТРАЛЬ Ш 2Ex|Y|Взрывозащищенные|2Ех-Второй уровень взрывозащиты|
ФОКУС УСС 130 2Ex|Y|Взрывозащищенные|2Ех-Второй уровень взрывозащиты|
ФОКУС УСС 150 2Ex|Y|Взрывозащищенные|2Ех-Второй уровень взрывозащиты|
ФОКУС УСС 180 МАГИСТРАЛЬ Ш 2Ex|Y|Взрывозащищенные|2Ех-Второй уровень взрывозащиты|
